article_text,category
"As President Dilma Rousseff of Brazil faced impeachment proceedings, Eduardo Cunha, the scandal-plagued speaker of the lower house of Congress, discussed a raid at his house.",politics
"The most believable part about Alex Rodriguez’s public apology to the Yankees and fans Tuesday for past misdeeds might have been the section in which he acknowledged that most people would not believe anything he said. The most unusual part might have been his chosen medium for the moment: a handwritten letter, in cursive, in 2015. Most offensive, stylistically, was probably his decision to stretch the letter to a second page, making it aesthetically unpleasing on social media.But faults aside, the apology did not measure up in the pantheon of bad sports apologies. History will judge, but the note’s handwritten nature alone will not make it all that memorable. In fact, in an extreme case of Marshall McLuhan’s adage “the medium is the message,” the look of the letter remained a topic of discussion when Rodriguez’s words were already starting to fade.For a bad sports apology to endure, it must contain a unique element. In a parade of bad apologies that often begin with “I’m sorry” and all too often end with “if you were offended,” the really memorable ones set themselves apart by digging the hole even deeper and, in some extreme cases, end up surpassing the original transgression.Making Things WorseImage Roberto Alomar's initial apology for spitting on the umpire John Hirschbeck actually inflamed the situation. Credit Moe Doiron/Associated PressThe high-water mark for a situation in which an apology made things worse came from the baseball Hall of Famer Roberto Alomar, who spat in the face of the umpire John Hirschbeck after being thrown out of a game in 1996 for arguing a third-strike call. The act was bad enough, but when asked to explain his actions, Alomar upped the ante considerably by blaming Hirschbeck’s grief over the death of his 8-year-old son three years before for the incident.",sports
"2. The president made barely any mention of geopolitics, or major international issues like climate change. China was not noted at all. Nor was India, nor Iran nor even Europe.Mr. Trump did, however, soften some of his nationalist rhetoric. He said he would “always put America first, just as the leaders of other countries should put their countries first.”“But America first does not mean America alone,” he continued. “When the United States grows, so does the world.”3. Mr. Trump predicted the recently passed tax cuts — including a reduction in the corporate tax rate to 21 percent from 35 percent — would result in billions of dollars in new investments and jobs.The actual impact remains unclear. But the president claimed that several business leaders had made such promises to him in private meetings.4. The president can stick to the script when he wants to. He read his entire speech carefully from a Teleprompter and did not go off-message — a tendency that has gotten him into trouble in the past.Still, he could not resist referring to “fake news” outlets in a brief question-and-answer session after his speech.Advertisement Continue reading the main story“It wasn’t until I became a politician that I realized how nasty, how mean, how vicious, and how fake the press can be,” he said.5. There is at least one new way for companies to curry favor with Mr. Trump: giving their workers payouts related to the tax cut.The cascade of bonuses, the president said, had been “like a big, beautiful waterfall.”Of note: One company he specifically mentioned was the telecommunications giant AT&T, which is locked in a legal battle to get approval of its merger with Time Warner. —REBECCA BLUMENSTEINVideoPragmatist or populist? Trump walks a fine line.Speakers at the World Economic Forum usually celebrate globalization, praise diversity and decry climate change. So Friday’s speech by President Trump, who has at times voiced skepticism on all three stances, was warily awaited by the assembled business and government leaders.They need not have worried.Sounding more like the businessman he used to be than the outspoken populist he has become, Mr. Trump delivered a broad endorsement of recent Republican tax legislation. He said he favored free trade, provided that abusive trade practices by other countries were curbed. And he emphasized the importance of raising the prosperity of all Americans, particularly mentioning low unemployment among African-Americans.But almost completely missing from his remarks was the sometimes confrontational nationalism of his election campaign and many of his tweets.Mr. Trump instead portrayed the United States and other nations as having common interests.He said that the United States was “lifting up forgotten communities,” and was fulfilling the dreams of Americans for “a great job, a safe home and a better life for their children.”The president also took credit for rising share prices: “The stock market is smashing one record after another.”Newsletter Sign Up Continue reading the main story Please verify you're not a robot by clicking the box. Invalid email address. Please re-enter. You must select a newsletter to subscribe to. Sign Up You will receive emails containing news content , updates and promotions from The New York Times. You may opt-out at any time. You agree to receive occasional updates and special offers for The New York Times's products and services. Thank you for subscribing. An error has occurred. Please try again later. View all New York Times newsletters.Mr. Trump took visible delight in talking about companies that have already responded by offering bonuses to their workers. The rapidity with which companies acted, Mr. Trump said, was “something we didn’t anticipate.”Advertisement Continue reading the main storyBut discerning the future direction of American economic policy, and particularly American trade policy, was hard to do from Friday’s speech, as Mr. Trump instead appeared to be providing a broad vision of leadership. “I think I’ve been a cheerleader for our country,” he said. —KEITH BRADSHER• For more on the intersection of business and policy at Davos, check out the DealBook Briefing.Quotable“This was Donald Trump’s Sinatra global leadership moment. He was able to say, ‘I came to Davos, and I did it my way.’ ” — Carlos Pascual, a former United States ambassador to Mexico and Ukraine who is now a senior vice president at IHS Markit. “It was impossible to guess what direction he will take.” — Brian Mikkelsen, Denmark’s minister of industry, business and financial affairs, on what trade policy Mr. Trump would pursue in the coming months.Now, about that Apple cash.During his speech, President Trump zeroed in on a recent announcement by Apple that it would bring the bulk of its foreign earnings back to the United States under a lower tax rate passed as part of the recent tax reform. Apple had said it estimated it would have a $350 billion impact on the American economy over the next five years.How much of that goes beyond what Apple would have spent anyway?The technology company’s current pace of spending in the United States is $55 billion for 2018, so it was already on track to spend $275 billion over the next five years. After a $38 billion tax payment for repatriating money is subtracted, that leaves its new investment at roughly $37 billion over the next five years.How much of that, if any, would go toward manufacturing was unclear. Apple has said it plans to open a new domestic campus that, at least initially, will house technical support for customers. More than $10 billion of planned capital expenditures will go toward American data centers. More than 20,000 new jobs will be spread across facilities old and new. —TIFFANY HSUDid the president consider firing Mueller? ‘Fake news,’ he says.Upon arrival at the Congress Center in Davos, President Trump was greeted by a scrum of the forum’s participants snapping cellphone photos and a large group of reporters asking why he had ordered the firing last June of Robert S. Mueller III, the special counsel, as The New York Times reported.“Fake news, folks,” Mr. Trump replied. “Fake news. A typical New York Times fake story.” —ELISABETH BUMILLERIn Davos, politics at home is still at issue.While he is meeting with world leaders, President Trump is still partly focused on negotiations back home over immigration, asserting in an interview that he thought he could win over hard-liners in his party to a compromise deal.He mentioned, in particular, Senators Tom Cotton of Arkansas, David Perdue of Georgia and John Cornyn of Texas, and Representative Robert W. Goodlatte of Virginia. “These are people that really have shifted a lot,” he told CNBC. “They’ve really shifted a lot and I think they’re willing to shift more, and so am I.” —PETER BAKERVideoMending fences? Not with everyone.The president expressed regret for sharing anti-Muslim videos originally posted by an ultranationalist fringe group in Britain, but he made no apology on Friday for calling African nations “shithole countries,” or some variant of that phrase.Advertisement Continue reading the main storyMr. Trump said that when he retweeted the videos, which portrayed Muslims as violent attackers, he knew nothing about Britain First, the group that had originally posted them.“If you are telling me they’re horrible people, horrible, racist people, I would certainly apologize, if you’d like me to do that,” Mr. Trump told Piers Morgan of the British broadcaster ITV, in an interview scheduled to air on Sunday.The rare expression of repentance — one of Mr. Trump’s rules is “never apologize” — came as the president sought to patch up a badly strained relationship with Britain.But Mr. Trump’s contrition and efforts at fence-mending went only so far: He ignored reporters’ questions on Friday about his derogatory remarks about African countries this month.During a meeting with lawmakers, the president had said he thought the United States should accept more immigrants from countries like Norway, rather than Haiti or “shithole countries” in Africa, according to multiple reports. Mr. Trump has disputed the reports and some have suggested that he actually said “shithouse countries.”After the remark was made public, Paul Kagame, president of Rwanda and chairman of the African Union, issued a statement demanding a retraction and “an apology to not only the Africans but to all people of African descent around the globe.”Mr. Trump and Mr. Kagame met on Friday, shortly before Mr. Trump’s scheduled address to the World Economic Forum.Mr. Kagame said that he had “good discussions” with Mr. Trump about the economy and trade, and he thanked Mr. Trump for his support. But the Rwandan leader made no mention of the furor over the comments. —PETER BAKER",business
"Around 2011, WWE started thinking about starting its own HBO-style cable channel, according to George Barrios, the company’s chief strategy and financial officer. (Barrios went to WWE from The New York Times Company, where he was the treasurer.) But by 2013, WWE executives had done research showing that wrestling fans — most of whom are not wealthy — were big users of broadband, watching shows from streaming services like Netflix and Hulu considerably more often than most people. They were also voracious watchers of YouTube. (Barrios said the WWE gets more YouTube views for its short-form content, such as highlights, than any other sports channel.) So the company decided to abandon the cable channel idea and develop a streaming service instead.“We thought if this is where our consumers are going, we needed to be there as well,” Barrios said. Streaming has undeniable advantages over traditional television. The subscribers belong to WWE, not to a cable company, so it can market to them more directly. It can sell WWE clothing and paraphernalia directly from its app. The WWE Network allows it to make money on its popular archives. And it gets steady, monthly checks from its subscribers, rather than having to count on less-reliable pay-per-view revenue.“They thought they needed one million subscribers to make it work,” said Brandon Ross, an analyst who covers the stock for BTIG, an investment firm. “For them, it was a no-brainer.” The WWE Network hit the million mark in 2015. WWE still offers its premium events on pay per view — so as not to lose fans who don’t yet have broadband — but that income stream is declining as more wrestling fans turn to the WWE Network.What you won’t find on the WWE Network is either “Raw” or “Smackdown,” which remain on USA. But that doesn’t mean that USA executives aren’t nervous. In May 2014, a few months after the launch of its new streaming service, WWE signed a new rights deal with the cable network that was considerably lower than expected. Clearly, the lower amount was a result of USA’s fears that streaming would cut into its ratings. Wall Street panicked, and WWE’s stock dropped almost 50 percent in a day. Though the stock eventually recovered, McMahon lost his billionaire status for a while.Today, “Raw” and “Smackdown” have a combined viewership of well over 10 million. That’s still a lot higher than the WWE Network’s 1.82 million subscribers. And WWE’s television rights remain its largest single source of revenue. But the ratings for “Raw” are down somewhat — as are the ratings for the entire USA Network — and if the WWE Network continues to gain subscribers at the pace it is on, it’s worth wondering how long WWE will remain committed to a cable network whose profits are dependent on an eroding business model.If I were an executive at CBS, NBC, Fox or ESPN, I would be nervous, too. The N.F.L.-Twitter deal might not look like much in financial terms, but it offers the N.F.L. a cheap and easy chance to experiment with putting football games online in a way that is untethered to a television network or a cable or satellite subscription. Over time, that can’t possibly lead anyplace good for the networks.",business
"PhotoGood Friday morning from Washington, where Democrats are celebrating an unexpected number of Senate confirmations and the Capitol is still echoing with the unusually large number of farewell speeches. But with President Obama and Congress leaving town, the city prepares for two weeks of silent nights after a last-minute burst of Cuba controversy. From New York, Maureen Dowd has the backstage scoop at Stephen Colbert’s last “Report.”President Obama leaves Friday for a two-week vacation in Hawaii, ending a frantic three-week stretch that saw Congress fitfully conclude its business just hours before the president made his announcement that he was restoring diplomatic relations with Cuba.As is the custom, the president is scheduled to meet with reporters before his departure, and much of the questioning will no doubt center on his decision to renew ties with Havana.There are plenty of other subjects to pursue: his aggressive exercise of executive authority; the administration’s strong defense of the C.I.A. director after the release of the Senate’s torture report; the cyberattack on Sony Pictures; and his expectations for the new Republican Congress.Mr. Obama has complicated that relationship with the historic Cuba decision and his unilateral move to ease deportations of immigrants living in the country illegally. But the president and his advisers seem to have calculated that with the midterms behind them — and new Republican muscle in front of them — the president might just as well pursue his agenda on his own.Congress doesn’t return until Jan. 6, and the president is not due back until after New Year’s Day. That means the capital could be in store for a relatively quiet period after a year with plenty of partisan conflict and a decisive Republican triumph in last month’s elections. But as recent events have shown, news has a timetable of its own.— Carl HulseGoodbyes are never easy, especially when you are leaving the comfortable confines of Congress. And this year, the valedictory speeches were always emotional, sometimes salty and occasionally awkward.Senator Mark Pryor of Arkansas revealed that he had reunited with a junior high school girlfriend, a woman named Joi. “So when I say God has brought joy in my life,” he said, “I mean it, literally.” (They were engaged during the lame-duck session that just ended.)For Senator Mark Begich of Alaska, a confession was in order. During his tearful so-long, Mr. Begich admitted that he had once sneaked his son into the Senate chamber and took pictures, violating its rules against photography.“I will cherish that photo,” he said.Over in the House, Representative Michele Bachmann was in sermon mode, telling a smattering of colleagues that the Ten Commandments were the foundation of American law. She offered thanks to her donors, her family and her “prayer warriors.”But none of the speeches lived up to the blunt final address of Senator Ernest Hollings, the South Carolina Democrat who retired in 2005 after almost 40 years in office.“We had,” he said, “five drunks or six drunks when I came here. There’s nobody drunk in the United States Senate. We don’t have time to be drunk.”He wasn’t through, reminiscing that Margaret Chase Smith of Maine was the only woman in the Senate when he arrived, and “she was outstandingly quiet.”“Now we’ve got 15 or 17, and you can’t shut them up.”— Alan RappeportThe Democrats enjoyed unexpected success in the final days of Congress, ramming through scores of presidential nominees.But the Senate returned more than 150 nominations to the White House, including candidates for senior agency positions, judicial nominees and ambassadors as well as many requests for military promotion. They will all have to await the new Congress.Some of the nominees will return, with Loretta E. Lynch, the president’s choice for attorney general, heading the list. But others are not expected to see their names back before the Senate, including Michael P. Boggs, a Federal District Court nominee from Georgia. His nomination ran aground because many of Mr. Obama’s fellow Democrats did not like the positions he embraced as a Georgia state legislator.Antonio F. Weiss, an investment banker and nominee for a top Treasury post, is in the sights of Senator Elizabeth Warren of Massachusetts and the Democrats’ progressive wing, mainly because of his Wall Street background. Still, Democrats are celebrating how many of the president’s choices they were able to put in place.— Carl HulseThe Times’s lead headline on April 18, 1959, was a welcome one to many here in Washington: “Castro Declares Regime Is Free of Red Influence.”It had been less than four months since Fidel Castro had seized power in Havana from the dictator Fulgencio Batista, and the future dictator of Cuba was on an unofficial good-will tour of the United States. He was mobbed at National Airport, addressed the American Society of Newspaper Editors, lunched with the acting secretary of state and met with Vice President Richard M. Nixon.He even went to the Capitol, where, for an hour and a half, he sought to assure members of the Senate Foreign Relations and the House Foreign Affairs Committees that his intentions were benign. “I have said very clearly,” The Times quoted him as saying, “that we are not Communists.”It wasn’t a controversy-free visit. Mr. Castro was dogged by protesters at every stop. Still, The Times reported that Washington was “so dazed” by the 32-year-old leader that after his departure, “this town will then try to sort out its impressions of the bearded young man who has been holding it by its lapels for five days.”Yet there was a hint of what was to come, and it was found in a subhead on The Times’s story about Castro’s remarks:“Executions Defended.”— Steve KennyPresident Obama gives a pre-vacation news conference before heading off to Hawaii.Former Gov. Jeb Bush of Florida is expected to be in Chicago to meet with potential donors as he weighs a run for president.“This is a very bizarre crowd,” Bradley Whitford told Terry Gross. “It’s like they put Vanity Fair in a blender.”Mr. Colbert bid goodbye to his willfully ignorant, right-wing doppelgänger with a fast-paced show that ended with a rendition of the old Vera Lynn World War II song “We’ll Meet Again.” It was sung by what Mr. Colbert called “Friends of the Show,” an eclectic mix of former guests from various worlds, everyone from Brian Greene, who invented string theory, to Kareem Abdul-Jabbar, from Cyndi Lauper to Henry Kissinger, Willie Nelson to Paul Krugman, Gen. Ray Odierno to Big Bird, David Remnick to Ric Ocasek.Jimmy Wales, the founder of Wikipedia, updated Mr. Colbert’s wiki site to say he “was” the host of “The Colbert Report” as he rode on the bus to the after-party.Jon Stewart, who had teared up at the piano, looked on like a proud dad as Mr. Colbert stood on his desk holding a sword and thanked the “Daily Show” host for giving him the nerve to do the “Report” and teaching him how to lead it. Mr. Stewart kissed Mr. Colbert on the cheek and told him he loved him.Mr. Colbert also thanked his group of erstwhile guests for putting up with “that idiot,” noting that sometimes he didn’t know what he was talking about.“He’s worse than a politician,” Eleanor Holmes Norton, Washington’s nonvoting congressional delegate, joked as she and Senator Claire McCaskill, the Missouri Democrat, watched Mr. Colbert linger talking onstage afterward. “He goes on and on and on.”— Maureen DowdThe Obama administration is moving quickly on its plans to normalize relations with Cuba. Senator Rand Paul of Kentucky says it’s “probably a good idea,” but Senator Marco Rubio of Florida is not backing down on his plan to stop the White House.A Department of Homeland Security report concludes that the Secret Service needs another 85 agents and 200 officers to fulfill its mission properly. (And, it says, the White House fence needs to be at least four feet taller.)Oklahoma and Nebraska say that Colorado’s legalization of marijuana is causing them problems, so they’ve filed a suit to shut down what they say is a drug pipeline.The United States is considering a “direct confrontation” with North Korea over the cyberattack on Sony Pictures.Hillary Rodham Clinton’s supporters were surprised by former Gov. Jeb Bush’s announcement that he was “actively considering” a presidential race, Politico reports.Venezuela’s leaders are fuming about President Obama’s Cuba announcement, according to The Guardian. The Miami Herald asks if an ailing Fidel Castro approved the deal.The Atlantic explains why Congress has given up on the fight to crack down on the sales of medical marijuana.A Tea Party group wants Representative Trey Gowdy of South Carolina to challenge John A. Boehner for speaker, but Mr. Gowdy is not interested, The Hill says.",politics
"Detailed accusations of state-sponsored doping among Russian athletes have spurred serious debate about whether the country should be allowed to compete in the coming Summer Olympics in Rio de Janeiro.“We have never claimed that we do not have doping problems,” the Russian Ministry of Sport said last week after the former director of the country’s antidoping laboratory described widespread use of performance-enhancing drugs by Russia’s Olympians.But what, exactly, are those doping problems? And how will they affect Russia’s eligibility for the Rio Games?Do Russian athletes dope more than other athletes?That’s impossible to know. But we do know that they get caught more. Russian athletes had more positive doping tests than athletes from any other country in 2014, the most recent year for which data is available from the World Anti-Doping Agency.",sports
"Volkswagen on Tuesday named a former BMW executive to oversee its business in the United States, Canada and Mexico, where sales have been particularly hard hit by an emissions scandal that has placed the company under intense pressure from regulators.The new executive, Hinrich J. Woebcken, 55, will become head of the North America region for Volkswagen brand cars effective April 1, the company said Tuesday. Michael Horn, who has been chief executive of Volkswagen’s United States unit and who is popular with dealers, will remain in that post, the company said.The appointment addresses a leadership vacuum in the region at a time when Volkswagen sorely needs to repair its relations with customers and the authorities. American state attorneys general have complained that the company has not cooperated fully with investigations of who was responsible for installing software designed to mask the true emissions of cars with diesel motors.In addition, Volkswagen has not yet been able to agree with the Environmental Protection Agency and California regulators on a way to fix about 600,000 vehicles that have the illegal software.",business
"IT shows how gifted Jon Stewart is that his best moment happened on someone else’s show. He appeared in 2004 on “Crossfire,” a CNN yelling program, and asked the hosts to take seriously their responsibility to public understanding by having useful conversations instead of shouting matches.It was Mr. Stewart’s finest hour. He made an earnest pitch for civility in a place where there really was none. Which makes it too bad that in his 16 years of hosting “The Daily Show,” he never lived up to his own responsibility. His prodigious talents — he was smart and funny, and even more of both when he was mad — perfectly positioned him to purge a particular smugness from our discourse. Instead, he embodied it. I loved watching him, and hated it too.Many liberals, but not conservatives, believe there is an important asymmetry in American politics. These liberals believe that people on opposite sides of the ideological spectrum are fundamentally different. Specifically, they believe that liberals are much more open to change than conservatives, more tolerant of differences, more motivated by the public good and, maybe most of all, smarter and better informed.The evidence for these beliefs is not good. Liberals turn out to be just as prone to their own forms of intolerance, ignorance and bias. But the beliefs are comforting to many. They give their bearers a sense of intellectual and even moral superiority. And they affect behavior. They inform the condescension and self-righteousness with which liberals often treat conservatives. They explain why many liberals have greeted Tea Partiers and other grass-roots conservatives with outsize alarm. They explain why liberals fixate on figures such as Sarah Palin and Todd Akin, who represent the worst that many liberals are prepared to see in conservatives. These liberals often end up sounding like Jon Lovitz, on “Saturday Night Live,” impersonating Michael Dukakis in 1988, gesturing toward the Republican and saying “I can’t believe I’m losing to this guy!” This sense of superiority is hardly the only cause of our polarized public discourse, but it sure doesn’t help.",politics
"Here’s a tip on choosing the perfect seats for this summer’s Little League World Series.Forget the ones next to the dugouts or along the baselines. Get the cheapest ones you can find — the ones at the tippy-top of the old stadium in South Williamsport, Pa., or in the hinterlands of the outfield’s grassy hill. The farther away from home plate, the better.The players would be just a blur. But that’s the point.This is why: Jackie Robinson West — the hard-hitting team from the South Side of Chicago that last year became the first all-black team to reach the tournament final — was stripped of its United States championship Wednesday for knowingly including ringers from outside its district on its roster.The revelation was proof that even at the youth level, baseball these days is best viewed from a distance.From far away, you can pretend that the game is just the way you remember playing it, and just the way Little League International touts it to be. It’s America’s game, watched best with a slice of apple pie. Drive your Chevrolet to the game, grab a hot dog, and settle in for six innings of sportsmanship.",sports
"Revenge politics and paranoia are distracting the government of Prime Minister K.P. Sharma Oli from Nepal’s urgent problems a year after an earthquake killed nearly 9,000 people. Nepal’s government has been struggling to find firm footing since the end of a decade-long insurgency in 2006 and the tumultuous process of adopting a new Constitution last September.On May 3, the government moved to revoke the valid work visa of a Canadian citizen, Robert Penner, and to request that he “voluntarily” leave the country after it received anonymous complaints that his Twitter posts were “spreading unnecessary messages about Nepal.” Mr. Penner had tweeted about a Human Rights Watch report on deaths and injuries last fall during protests against the newConstitution by Madhesi and other ethnic groups.The groups felt boundaries in a new federal system disenfranchised them. During the protests at Nepal’s southern border, trade from India was halted, causing hardship for many Nepalese and straining relations between the countries. On Friday, Nepal canceled a scheduled visit to India by President Bidhya Devi Bhandari.Mr. Penner had also been critical of the arrest on April 22 of a prominent journalist and activist, Kanak Mani Dixit. Nepal’s Commission for the Investigation of Abuse of Authority ordered the arrest during an investigation into alleged misappropriation of funds by Mr. Dixit, who is also chairman of a public transportation company. Lokman Singh Karki, a longtime nemesis of Mr. Dixit’s, is head of the commission. Mr. Dixit has fully cooperated with the investigation. His arrest prompted an international outcry, and Nepal’s Supreme Court rightly ordered his release on May 2.",politics
"If there’s one constant in samurai movies, it’s that their heroes are ridiculously hard to kill, battling on through every assault short of being blown to smithereens. Imagine, then, how much tougher to dispatch is a samurai whose wounds — the physical ones, anyway — heal themselves, and you have a fair idea of the sheer volume of damage visited on Manji (Takuya Kimura), the justifiably grumpy centerpiece of Takashi Miike’s “Blade of the Immortal.”Adding a soupçon of sorcery to the genre’s typical vengeance saga, Manji’s immortality effectively embellishes the slice-and-dice dust-ups that propel the plot and punctuate Tetsuya Oishi’s screenplay. (As it happens, Manji can be rubbed out, just exceedingly slowly — like, over years.) Based on the eponymous long-running manga series by Hiroaki Samura, the story opens on a stunning black-and-white battle that leaves Manji mortally wounded and his little sister slain.Out of nowhere, an ancient crone appears and stuffs sacred worms into his wounds. Like slimy paramedics, the creatures rejoin his gashes and gloppily reattach his severed hand, but Manji feels more cursed than blessed. And when the movie leaps 50 years ahead and bursts into color we find him scarred, reclusive and not at all eager to help a young girl named Rin (Hana Sugisaki) avenge the murder of her parents. But Rin looks exactly like his sister, and a “True Grit” connection develops that will send them on one of the bloodiest quests in samurai history.It’s also one of the most bonkers. Single-handedly facing down a succession of riverine hordes, Manji also has to dodge ultra-colorful weaponry — like blades cunningly designed to relocate your insides to your outsides — and an array of fancifully coifed and costumed lone opponents. These include a lithe young swordswoman, bravely defying the constraints of a purple maxi skirt and platform sandals; a masked monster with dead heads strapped to his shoulders; a fellow immortal who’s 200 years old and ready to die after seeing five wives to their graves. (A conservative number, I thought, for two centuries.)",movies
"Colorado is now reliving, in the trial of James Holmes, the 2012 shooting at a movie theater in Aurora in which a military-style assault rifle was used to murder 12 people and wound 70. Yet even in this painful moment, the new Republican majority in the State Senate seeks to repeal one of the gun safety laws enacted after the massacre.The law, enacted a year after the shooting, banned large rapid-fire ammunition magazines that hold more than 15 rounds. Despite the tragedy, repeal of the ammunition limit became a priority among Republicans, who gained a majority in the Senate last year. They voted to repeal the limit in March. Fortunately, the Democratic House did not follow suit. “We’re not going backwards,” the House speaker, Dickey Lee Hullinghorst, vowed. The standoff dramatized the disconnect between state politicians in thrall to the gun lobby and the carnage suffered by their constituents.",politics
"Next, he needed a partner and chef. So, back in New York, he approached a friend, Thomas Kelly, who had hosted weekly dinner parties and served elaborate meals at Thanksgiving. “I always had this entrepreneurial itch like David,” Mr. Kelly said.Mr. Kelly, born in Minneapolis in 1978, developed a passion for cooking when he was a child. He would toil in the kitchen alongside his mother and grandmother, and help his father fire up the barbecue. Before graduating from Colorado State with a bachelor’s in humanities in 2000, he loved experimenting in the kitchen and cooking for roommates. Though he didn’t go to culinary school, after moving to New York in 2001, Mr. Kelly worked at a marketing job by day and trained as an unpaid intern at the restaurants Craft and Hearth by night, where he honed his kitchen skills. (He also got an M.B.A. from the New York University Stern School of Business in 2013.)In 2010, with $80,000 in their pockets, Mr. Schillace and Mr. Kelly bought a food truck off eBay, drew up a Mexican-barbecue menu and were on their way. Mr. Schillace said there was only one other branded food truck in Manhattan at the time. “It was like the Wild West,” he said, adding that they could park wherever they wanted. But by 2011, competition had soared with about 75 branded trucks crowding into the market, which led to city crackdowns. Retail operators often complained that their profits were threatened by the presence of food trucks.Mr. Schillace would arrive early and use his Jeep Cherokee to hold a spot on the street for the truck. One day, about 15 angry street vendors, unhappy that Mexicue was taking away their business, surrounded the jeep and began pounding on the windows, demanding that Mr. Schillace leave the area. Mr. Schillace, though scared, locked the doors and waited for the truck to arrive.Sometimes when a coveted spot was occupied by a repair truck, Mr. Schillace would call the phone number listed on the truck. Posing as a city employee, he would demand that the company move the truck immediately or it would be ticketed. “I’d see these repair guys running out of offices to move their trucks, and I’d just drive into the space when they left,” he said, laughing.",business
"Few movies are as redolent of their times as “Funeral Parade of Roses,” a 1969 exemplar of Japanese countercultural ferment that, retrieved from history’s dustbin and digitally restored to its original black-and-white glory, opens on Friday at the Quad.It was the first feature by the mixed-media artist Toshio Matsumoto (1932-2017), a polemical figure who in 1958 published a manifesto calling for a new cinematic form merging documentary and experimental films.“Funeral Parade” is that. A hodgepodge of themes and techniques, it transposes the Oedipus story to the intersection of Tokyo’s hippie and “gay boy” subcultures, opening with a Baudelaire quotation and incorporating street rituals by the Zero Jigen performance group. The title, taken from one performance, is a pun: Bara, Japanese for “rose,” is a slang term akin to the English “pansy.”The protagonist, Eddie (played by the androgynous entertainer Peter, later featured in Akira Kurosawa’s 1985 “Ran”), is a sweet hustler with a dark past. As polished a looker as the Warhol Factory’s reigning drag queens Candy Darling and Holly Woodlawn, Eddie parlays an affair with a local drug dealer into becoming the madam of the Club Genet, an actual gay bar in the Shinjuku district of Tokyo. The movie, however, is a lot less linear than Eddie’s rise.",movies
"BEIJING — The house lights dimmed, and moviegoers in a Beijing cinema settled in with their popcorn for some of Hollywood’s finest escapist entertainment.But first they got a dose of Communist Party propaganda, courtesy of China’s film authorities: a short video message promoting “socialist core values.”Chinese cinemas have been ordered to play one of four government-issued videos before every movie screening. Theater managers in several Chinese cities confirmed on Wednesday that they had received the order, which went into effect last week.Besides “socialist core values,” the videos promote President Xi Jinping’s cherished “Chinese dream” and two other Communist Party slogans, the “Four Comprehensives” and the “Five in One Overall Arrangement.”",movies
"On July 24, 1959, months after coming to power, Fidel Castro took the mound at a baseball stadium in Havana to pitch an exhibition for a team of fellow revolutionaries known as Los Barbudos, the Bearded Ones.He pitched an inning or two against a team from the Cuban military police and, by some accounts, struck out two batters.“He threw a few pitches, people were swinging wildly and letting themselves be struck out by the Leader,” said Roberto González Echevarría, a native of Cuba who is a literature professor at Yale and the author of “The Pride of Havana: A History of Cuban Baseball.”Mr. Castro, who died Friday at 90, also avidly followed Havana’s Sugar Kings of the International League, a Class AAA team in the Cincinnati Reds’ farm system from 1954 to 1960. He went to some games because he was a fan and “he liked being on TV,” Mr. González Echevarría said.",sports
"The best-selling sports books in October 2014, according to the New York Times best-seller list.1. UNBROKEN, by Laura Hillenbrand (Random House). An Olympic runner’s story of survival as a prisoner of the Japanese in World War II.Image Credit Viking, via Associated Press2. THE BOYS IN THE BOAT, by Daniel James Brown (Penguin). The University of Washington’s eight-oar crew and its quest for gold at the 1936 Berlin Olympics.3. THE TERRIBLE AND WONDERFUL REASONS WHY I RUN LONG DISTANCES, by The Oatmeal (Andrews McMeel). A confessional in comic form, from the website.4. THE BEST IN THE WORLD, by Chris Jericho with Peter Thomas Fornatale (Gotham). Highlights of a career in the World Wrestling Entertainment arena.",sports
